V1 V2 V3 V4
7268 chr7 36156023 36156606 cell1_MACS_peak_46111
3192 chr7 36389199 36389561 cell1_MACS_peak_46123
9508 chr7 36481193 36481489 cell1_MACS_peak_46125
7775 chr7 36588514 36588945 cell1_MACS_peak_46131
4521 chr7 36835195 36835673 cell1_MACS_peak_46136
6157 chr7 36903376 36903786 cell1_MACS_peak_46139
6169 chr10 9200683 9201003 cell1_MACS_peak_4614
1606 chr7 37052517 37052833 cell1_MACS_peak_46145
9337 chr7 37055566 37056117 cell1_MACS_peak_46146
5217 chr7 37113834 37114424 cell1_MACS_peak_46150
6641 chr7 37115490 37115985 cell1_MACS_peak_46151
7412 chr7 37561961 37562445 cell1_MACS_peak_46160
6544 chr7 37705932 37706425 cell1_MACS_peak_46162
4960 chr7 37941758 37942137 cell1_MACS_peak_46163
5991 chr7 37956340 37957145 cell1_MACS_peak_46164
276 chr7 37984788 37985310 cell1_MACS_peak_46167
8068 chr10 9512924 9513188 cell1_MACS_peak_4617
7510 chr7 38107999 38108354 cell1_MACS_peak_46171
3557 chr7 38211561 38211963 cell1_MACS_peak_46173
4086 chr7 38456728 38457163 cell1_MACS_peak_46177
3570 chr7 38907155 38907417 cell1_MACS_peak_46182
4648 chr7 39304005 39304422 cell1_MACS_peak_46188
278 chr7 40477193 40477519 cell1_MACS_peak_46206
2110 chr7 40607348 40607970 cell1_MACS_peak_46208
5549 chr7 40738133 40738620 cell1_MACS_peak_46212
8888 chr7 41368713 41369062 cell1_MACS_peak_46219
6372 chr10 9904804 9905014 cell1_MACS_peak_4622
7848 chr7 41940207 41940539 cell1_MACS_peak_46226
4677 chr7 41982040 41982327 cell1_MACS_peak_46228
7346 chr7 42223188 42223542 cell1_MACS_peak_46229
4527 chr7 42465822 42466213 cell1_MACS_peak_46233
541 chr7 42689670 42690159 cell1_MACS_peak_46238
1634 chr10 10125903 10126227 cell1_MACS_peak_4624
7912 chr7 43022130 43022830 cell1_MACS_peak_46246
5923 chr7 43132358 43132870 cell1_MACS_peak_46247
9666 chr10 10257917 10258308 cell1_MACS_peak_4625
8054 chr7 43531518 43531948 cell1_MACS_peak_46253
167 chr7 43546070 43546360 cell1_MACS_peak_46255
3844 chr7 43556521 43556863 cell1_MACS_peak_46257
8860 chr7 43659196 43659605 cell1_MACS_peak_46261
2332 chr7 43679475 43680062 cell1_MACS_peak_46262
8103 chr7 43804563 43804895 cell1_MACS_peak_46267
3776 chr10 10466814 10467300 cell1_MACS_peak_4627
4397 chr7 43944004 43945216 cell1_MACS_peak_46272
8359 chr7 44718174 44718706 cell1_MACS_peak_46287
8132 chr10 10754495 10754955 cell1_MACS_peak_4629
136 chr7 45688434 45688905 cell1_MACS_peak_46307
6835 chr7 45932901 45933374 cell1_MACS_peak_46315
1881 chr7 46013547 46014193 cell1_MACS_peak_46318
937 chr7 46017593 46018218 cell1_MACS_peak_46319
3824 chr7 46028231 46028846 cell1_MACS_peak_46320
6174 chr7 46193807 46194602 cell1_MACS_peak_46325
7555 chr7 46195095 46195508 cell1_MACS_peak_46326
8070 chr7 46323392 46323866 cell1_MACS_peak_46329
3029 chr7 46726834 46727062 cell1_MACS_peak_46336
3785 chr10 11037123 11037571 cell1_MACS_peak_4634
9653 chr7 47186883 47187279 cell1_MACS_peak_46342
5928 chr7 47299936 47300338 cell1_MACS_peak_46344
7832 chr7 47615659 47616241 cell1_MACS_peak_46355
8182 chr7 47644376 47645031 cell1_MACS_peak_46356
2260 chr7 47680312 47680766 cell1_MACS_peak_46359
7219 chr7 47683548 47683909 cell1_MACS_peak_46360
2312 chr7 47730636 47730947 cell1_MACS_peak_46362
3018 chr7 48179596 48180093 cell1_MACS_peak_46374
3441 chr7 48394829 48395370 cell1_MACS_peak_46381
7332 chr7 48701028 48701356 cell1_MACS_peak_46382
9535 chr7 48784934 48785261 cell1_MACS_peak_46385
8949 chr7 49131230 49131563 cell1_MACS_peak_46387
7463 chr7 49391561 49391946 cell1_MACS_peak_46390
1447 chr10 11588992 11589418 cell1_MACS_peak_4640
4171 chr7 50623872 50624495 cell1_MACS_peak_46405
5742 chr7 50810785 50811104 cell1_MACS_peak_46410
9738 chr7 51087379 51087630 cell1_MACS_peak_46415
3193 chr7 51382870 51383559 cell1_MACS_peak_46422
8481 chr7 51422179 51422617 cell1_MACS_peak_46424
8631 chr7 52020173 52020505 cell1_MACS_peak_46430
1151 chr7 52064594 52064947 cell1_MACS_peak_46431
1483 chr7 52071261 52071611 cell1_MACS_peak_46432
5911 chr7 52477707 52478096 cell1_MACS_peak_46435
3382 chr7 53386342 53386595 cell1_MACS_peak_46445
9477 chr7 53685098 53685373 cell1_MACS_peak_46447
5536 chr7 53752470 53752820 cell1_MACS_peak_46448
4668 chr7 54031804 54032041 cell1_MACS_peak_46449
838 chr7 54246648 54247095 cell1_MACS_peak_46451
5661 chr10 11691722 11692171 cell1_MACS_peak_4646
4870 chr7 55055358 55055929 cell1_MACS_peak_46461
1083 chr7 55098601 55099192 cell1_MACS_peak_46463
7728 chr7 55132763 55133771 cell1_MACS_peak_46464
8270 chr7 55137788 55138424 cell1_MACS_peak_46465
7650 chr7 56144465 56144788 cell1_MACS_peak_46486
4889 chr7 62217988 62218281 cell1_MACS_peak_46493
9957 chr7 64059337 64059597 cell1_MACS_peak_46497
9962 chr7 64090744 64091491 cell1_MACS_peak_46499
6090 chr7 65584552 65584899 cell1_MACS_peak_46514
7153 chr7 65772488 65773177 cell1_MACS_peak_46518
3651 chr7 66092085 66092532 cell1_MACS_peak_46523
3605 chr7 66237816 66238328 cell1_MACS_peak_46524
3296 chr7 66313369 66313818 cell1_MACS_peak_46528
5992 chr7 66867274 66867599 cell1_MACS_peak_46530
8333 chr7 67097313 67097580 cell1_MACS_peak_46532
8110 chr7 67235180 67235462 cell1_MACS_peak_46534
4439 chr7 67968317 67968867 cell1_MACS_peak_46543
8001 chr7 67972088 67972298 cell1_MACS_peak_46544
7226 chr7 68195342 68195712 cell1_MACS_peak_46545
8429 chr7 68651918 68652422 cell1_MACS_peak_46547
3262 chr7 68913132 68913387 cell1_MACS_peak_46551
7573 chr7 69053584 69054244 cell1_MACS_peak_46552
7686 chr7 69801668 69802009 cell1_MACS_peak_46562
8281 chr7 70298709 70299096 cell1_MACS_peak_46565
8912 chr10 11992280 11992949 cell1_MACS_peak_4657
3499 chr7 71098415 71098967 cell1_MACS_peak_46570
6690 chr7 71395178 71395469 cell1_MACS_peak_46571
7969 chr7 71617638 71618134 cell1_MACS_peak_46574
7631 chr7 71709758 71710105 cell1_MACS_peak_46575
3320 chr7 72149056 72149276 cell1_MACS_peak_46576
2202 chr10 12124121 12124654 cell1_MACS_peak_4658
1296 chr7 73405326 73405720 cell1_MACS_peak_46595
9817 chr7 74024631 74024996 cell1_MACS_peak_46612
5310 chr7 74068064 74068634 cell1_MACS_peak_46614
4338 chr7 74075231 74075729 cell1_MACS_peak_46615
5229 chr7 75482065 75482593 cell1_MACS_peak_46627
6910 chr10 12379406 12379829 cell1_MACS_peak_4663
3136 chr7 75549574 75550638 cell1_MACS_peak_46631
7693 chr7 75747460 75747859 cell1_MACS_peak_46642
9664 chr7 75875307 75875612 cell1_MACS_peak_46645
16 chr7 76198127 76198318 cell1_MACS_peak_46654
277 chr7 77496029 77496447 cell1_MACS_peak_46671
3375 chr7 77755108 77755745 cell1_MACS_peak_46675
6498 chr7 78066431 78066935 cell1_MACS_peak_46678
8849 chr7 78477078 78477558 cell1_MACS_peak_46680
7145 chr7 78683582 78684029 cell1_MACS_peak_46683
4096 chr7 78846800 78847190 cell1_MACS_peak_46685
776 chr7 78919729 78920116 cell1_MACS_peak_46687
561 chr7 79049673 79050287 cell1_MACS_peak_46690
2421 chr7 79090826 79091471 cell1_MACS_peak_46691
2455 chr7 79177999 79178355 cell1_MACS_peak_46693
7746 chr1 22114489 22114851 cell1_MACS_peak_467
9195 chr10 12759975 12760472 cell1_MACS_peak_4670
5152 chr7 79861995 79862816 cell1_MACS_peak_46701
1771 chr7 80096475 80096839 cell1_MACS_peak_46706
3554 chr7 80120735 80121134 cell1_MACS_peak_46707
1571 chr7 80128462 80129021 cell1_MACS_peak_46708
4606 chr7 80463157 80463462 cell1_MACS_peak_46717
4823 chr7 80512691 80513161 cell1_MACS_peak_46720
3167 chr7 80680044 80680313 cell1_MACS_peak_46723
7404 chr7 80784866 80785618 cell1_MACS_peak_46724
5706 chr7 80848044 80848404 cell1_MACS_peak_46729
1736 chr7 80877027 80877270 cell1_MACS_peak_46730
2725 chr7 81923503 81923995 cell1_MACS_peak_46742
5154 chr10 12887095 12887545 cell1_MACS_peak_4675
9254 chr7 82623462 82623811 cell1_MACS_peak_46751
7546 chr7 82746756 82747085 cell1_MACS_peak_46753
7991 chr10 12983944 12984325 cell1_MACS_peak_4676
2916 chr7 83272385 83272752 cell1_MACS_peak_46760
8639 chr7 83730097 83730686 cell1_MACS_peak_46765
5440 chr7 83824122 83824642 cell1_MACS_peak_46769
6184 chr7 84081887 84082306 cell1_MACS_peak_46774
5697 chr7 84113896 84114214 cell1_MACS_peak_46775
5623 chr7 84157418 84157842 cell1_MACS_peak_46776
3905 chr7 84178801 84179062 cell1_MACS_peak_46777
6721 chr7 84195690 84196080 cell1_MACS_peak_46778
5610 chr7 84221203 84221647 cell1_MACS_peak_46779
2773 chr7 84330703 84331241 cell1_MACS_peak_46780
2569 chr7 84545462 84545905 cell1_MACS_peak_46781
3149 chr7 84953484 84953934 cell1_MACS_peak_46787
8026 chr7 85044944 85045600 cell1_MACS_peak_46789
4826 chr10 13122649 13123155 cell1_MACS_peak_4680
2908 chr7 86404639 86404871 cell1_MACS_peak_46801
1410 chr7 86408025 86408402 cell1_MACS_peak_46802
3125 chr10 13144068 13144677 cell1_MACS_peak_4681
4302 chr7 86931301 86931616 cell1_MACS_peak_46815
1365 chr7 87124680 87125049 cell1_MACS_peak_46819
6464 chr7 87177689 87178413 cell1_MACS_peak_46821
5948 chr7 87391640 87391907 cell1_MACS_peak_46828
4675 chr7 87397191 87397620 cell1_MACS_peak_46829
5010 chr7 87740394 87741060 cell1_MACS_peak_46830
5324 chr7 87780331 87780893 cell1_MACS_peak_46831
3051 chr7 87856083 87856695 cell1_MACS_peak_46833
5836 chr7 88365186 88365629 cell1_MACS_peak_46838
3587 chr7 89183736 89184071 cell1_MACS_peak_46842
7409 chr7 89516822 89517253 cell1_MACS_peak_46845
7860 chr7 90396353 90396877 cell1_MACS_peak_46861
1130 chr7 90529974 90530627 cell1_MACS_peak_46865
7069 chr7 91323017 91323327 cell1_MACS_peak_46870
8329 chr7 91938613 91938972 cell1_MACS_peak_46881
6167 chr7 92038684 92039030 cell1_MACS_peak_46882
6746 chr7 92345297 92345668 cell1_MACS_peak_46893
9297 chr7 92370047 92370547 cell1_MACS_peak_46894
9938 chr7 92381337 92382096 cell1_MACS_peak_46895
7699 chr1 22188567 22188991 cell1_MACS_peak_469
3744 chr7 92609682 92609959 cell1_MACS_peak_46905
8624 chr7 92617211 92617841 cell1_MACS_peak_46906
7207 chr7 92788775 92789281 cell1_MACS_peak_46908
7140 chr7 92830929 92831260 cell1_MACS_peak_46911
1899 chr7 93189358 93189822 cell1_MACS_peak_46916
6425 chr7 93561031 93561395 cell1_MACS_peak_46921
1017 chr7 93621778 93622179 cell1_MACS_peak_46923
5307 chr7 93759164 93759545 cell1_MACS_peak_46927
4299 chr10 13679670 13680021 cell1_MACS_peak_4693
9495 chr7 94087385 94087713 cell1_MACS_peak_46933
85 chr7 94190929 94191747 cell1_MACS_peak_46936
2686 chr7 94250023 94250479 cell1_MACS_peak_46938
1551 chr7 94253053 94253593 cell1_MACS_peak_46939
3293 chr7 94326510 94327208 cell1_MACS_peak_46942
3629 chr7 94327451 94328118 cell1_MACS_peak_46943
4901 chr7 94527579 94527983 cell1_MACS_peak_46947
1557 chr7 94609705 94610467 cell1_MACS_peak_46950
1269 chr7 94939220 94939612 cell1_MACS_peak_46952
7490 chr7 95040373 95040841 cell1_MACS_peak_46953
6678 chr7 95060127 95060590 cell1_MACS_peak_46954
4715 chr7 95069445 95070145 cell1_MACS_peak_46955
9248 chr7 95284821 95285191 cell1_MACS_peak_46963
7821 chr7 95675173 95675612 cell1_MACS_peak_46966
1133 chr7 95956738 95957214 cell1_MACS_peak_46970
7757 chr7 96162991 96163411 cell1_MACS_peak_46975
4690 chr7 96177898 96178487 cell1_MACS_peak_46977
2059 chr7 96429999 96430668 cell1_MACS_peak_46980
6052 chr7 97760880 97761506 cell1_MACS_peak_46995
525 chr7 97762880 97763572 cell1_MACS_peak_46996
351 chr7 98184937 98185147 cell1_MACS_peak_47006
9727 chr7 98648629 98649087 cell1_MACS_peak_47010
9051 chr7 98768272 98768723 cell1_MACS_peak_47015
9331 chr7 98771346 98771738 cell1_MACS_peak_47016
5886 chr7 98788403 98788766 cell1_MACS_peak_47017
7228 chr7 98805492 98805971 cell1_MACS_peak_47018
9160 chr7 98807691 98808273 cell1_MACS_peak_47019
7338 chr7 98809260 98809936 cell1_MACS_peak_47020
2862 chr7 98865188 98865478 cell1_MACS_peak_47023
3275 chr7 99377595 99377964 cell1_MACS_peak_47036
6840 chr7 99425666 99425944 cell1_MACS_peak_47039
3576 chr7 99634321 99635076 cell1_MACS_peak_47046
8667 chr7 100101061 100101445 cell1_MACS_peak_47059
1655 chr7 100389562 100390054 cell1_MACS_peak_47068
4060 chr7 101150985 101151424 cell1_MACS_peak_47088
3288 chr7 101656097 101656910 cell1_MACS_peak_47097
5920 chr7 101795946 101796596 cell1_MACS_peak_47101
6015 chr7 101837019 101837592 cell1_MACS_peak_47104
4220 chr7 102045081 102045368 cell1_MACS_peak_47108
5238 chr7 103309053 103309360 cell1_MACS_peak_47124
8548 chr7 103579045 103579425 cell1_MACS_peak_47129
1344 chr10 14649780 14650080 cell1_MACS_peak_4713
3191 chr7 103677097 103677534 cell1_MACS_peak_47133
2209 chr7 103747347 103747850 cell1_MACS_peak_47135
9070 chr7 103882467 103882822 cell1_MACS_peak_47137
2891 chr7 103893573 103894024 cell1_MACS_peak_47138
76 chr10 14824685 14825049 cell1_MACS_peak_4714
9302 chr7 104096410 104096768 cell1_MACS_peak_47142
5871 chr7 104483746 104484094 cell1_MACS_peak_47149
5320 chr10 14878266 14878609 cell1_MACS_peak_4715
871 chr7 104944243 104944963 cell1_MACS_peak_47158
9428 chr7 105348663 105349108 cell1_MACS_peak_47166
7553 chr10 15110804 15111194 cell1_MACS_peak_4717
7205 chr7 105783566 105783830 cell1_MACS_peak_47176
593 chr7 105815919 105816343 cell1_MACS_peak_47178
678 chr7 106557080 106557502 cell1_MACS_peak_47189
4459 chr10 15150433 15150784 cell1_MACS_peak_4719
7911 chr7 106802806 106803411 cell1_MACS_peak_47194
5800 chr7 106820202 106820565 cell1_MACS_peak_47198
5537 chr7 107537557 107537941 cell1_MACS_peak_47212
6456 chr7 107589322 107590085 cell1_MACS_peak_47213
352 chr7 107612162 107613025 cell1_MACS_peak_47214
3818 chr7 107655334 107656050 cell1_MACS_peak_47219
9446 chr7 107674905 107675474 cell1_MACS_peak_47220
8004 chr7 107991939 107992681 cell1_MACS_peak_47225
472 chr7 107998880 107999569 cell1_MACS_peak_47226
3612 chr7 108899243 108899674 cell1_MACS_peak_47235
2892 chr7 110227344 110227733 cell1_MACS_peak_47247
5014 chr7 110263458 110263836 cell1_MACS_peak_47248
5798 chr7 110424827 110425286 cell1_MACS_peak_47250
6975 chr7 110562909 110563485 cell1_MACS_peak_47253
2477 chr7 110906617 110907075 cell1_MACS_peak_47260
7447 chr7 111649264 111649495 cell1_MACS_peak_47268
3064 chr10 15491801 15492083 cell1_MACS_peak_4729
7798 chr7 112989350 112989880 cell1_MACS_peak_47303
2772 chr7 113007249 113007590 cell1_MACS_peak_47304
1509 chr7 113749322 113749767 cell1_MACS_peak_47310
4835 chr7 113883090 113883495 cell1_MACS_peak_47312
1609 chr7 114194848 114195366 cell1_MACS_peak_47315
5970 chr7 114243055 114243344 cell1_MACS_peak_47316
36 chr7 114529703 114530188 cell1_MACS_peak_47317
3728 chr7 114644211 114644585 cell1_MACS_peak_47318
2747 chr7 114871056 114871647 cell1_MACS_peak_47325
1342 chr7 114933797 114934178 cell1_MACS_peak_47327
4453 chr7 114980979 114981395 cell1_MACS_peak_47329
2601 chr7 115577986 115578408 cell1_MACS_peak_47336
6579 chr7 115945510 115946076 cell1_MACS_peak_47344
9908 chr7 115946127 115946564 cell1_MACS_peak_47345
3999 chr7 115957428 115957751 cell1_MACS_peak_47346
1396 chr7 116293291 116293621 cell1_MACS_peak_47352
6027 chr7 116440963 116441639 cell1_MACS_peak_47357
9365 chr7 116620155 116620716 cell1_MACS_peak_47363
5870 chr7 117126176 117126531 cell1_MACS_peak_47368
2265 chr7 117200097 117200498 cell1_MACS_peak_47369
4681 chr7 117345740 117346003 cell1_MACS_peak_47372
7557 chr7 118101743 118102186 cell1_MACS_peak_47382
1684 chr7 118198436 118198715 cell1_MACS_peak_47383
8965 chr7 118584260 118584766 cell1_MACS_peak_47384
8819 chr7 118914562 118914943 cell1_MACS_peak_47386
6989 chr7 120044062 120044524 cell1_MACS_peak_47394
4513 chr7 120339674 120340146 cell1_MACS_peak_47396
47 chr7 120509874 120510241 cell1_MACS_peak_47397
543 chr7 121144645 121144971 cell1_MACS_peak_47409
207 chr7 121331475 121331870 cell1_MACS_peak_47412
28 chr7 121470139 121470518 cell1_MACS_peak_47416
8028 chr10 16536194 16536579 cell1_MACS_peak_4742
1944 chr7 121871391 121871906 cell1_MACS_peak_47423
4180 chr7 122599857 122600110 cell1_MACS_peak_47431
6862 chr7 123292401 123292765 cell1_MACS_peak_47447
9662 chr7 123331654 123331852 cell1_MACS_peak_47448
2001 chr7 123521279 123521765 cell1_MACS_peak_47456
7075 chr7 123713088 123713530 cell1_MACS_peak_47460
7339 chr7 124783414 124783920 cell1_MACS_peak_47473
103 chr7 125087907 125088337 cell1_MACS_peak_47475
4406 chr10 16999169 16999391 cell1_MACS_peak_4749
6818 chr7 126961032 126961395 cell1_MACS_peak_47490
9982 chr7 127204940 127205265 cell1_MACS_peak_47492
5106 chr7 127422900 127423512 cell1_MACS_peak_47497
2301 chr7 127537734 127538123 cell1_MACS_peak_47501
1307 chr7 128368783 128369102 cell1_MACS_peak_47510
7614 chr7 128768986 128769247 cell1_MACS_peak_47517
1807 chr7 129511908 129512220 cell1_MACS_peak_47529
4466 chr7 129705681 129706073 cell1_MACS_peak_47540
1482 chr7 129984036 129984446 cell1_MACS_peak_47545
8718 chr7 130060736 130061130 cell1_MACS_peak_47550
8566 chr7 130578857 130579302 cell1_MACS_peak_47556
8415 chr7 130588732 130589460 cell1_MACS_peak_47558
9431 chr7 130761335 130761926 cell1_MACS_peak_47567
4490 chr7 130871987 130872619 cell1_MACS_peak_47571
8174 chr7 130989996 130990362 cell1_MACS_peak_47577
2233 chr7 131712934 131713305 cell1_MACS_peak_47590
894 chr7 131882382 131882847 cell1_MACS_peak_47592
6945 chr7 131983428 131983783 cell1_MACS_peak_47595
2788 chr7 132102013 132102375 cell1_MACS_peak_47597
8999 chr7 132424343 132424767 cell1_MACS_peak_47601
9332 chr7 132461002 132461494 cell1_MACS_peak_47602
4249 chr7 133078550 133078959 cell1_MACS_peak_47607
2550 chr7 133282391 133282596 cell1_MACS_peak_47610
7843 chr7 133342446 133342999 cell1_MACS_peak_47611
2543 chr7 133455739 133456435 cell1_MACS_peak_47612
8358 chr7 133558509 133559007 cell1_MACS_peak_47616
1424 chr7 134199392 134199712 cell1_MACS_peak_47634
1232 chr7 134247728 134248077 cell1_MACS_peak_47637
4595 chr7 134570699 134571232 cell1_MACS_peak_47645
9228 chr7 134584546 134584938 cell1_MACS_peak_47647
8274 chr7 135056916 135057323 cell1_MACS_peak_47668
3085 chr7 135389270 135389761 cell1_MACS_peak_47676
3233 chr7 135702850 135703382 cell1_MACS_peak_47680
4275 chr7 136836206 136836860 cell1_MACS_peak_47689
8958 chr10 18479805 18480232 cell1_MACS_peak_4769
2682 chr1 22648090 22648488 cell1_MACS_peak_477
7940 chr7 137633460 137634149 cell1_MACS_peak_47710
986 chr7 137749502 137750314 cell1_MACS_peak_47717
6315 chr7 137769966 137770196 cell1_MACS_peak_47719
6934 chr7 137773936 137774745 cell1_MACS_peak_47720
347 chr10 18725889 18726201 cell1_MACS_peak_4773
4570 chr7 138045002 138045359 cell1_MACS_peak_47733
4458 chr7 138250361 138251014 cell1_MACS_peak_47739
279 chr7 138499650 138499955 cell1_MACS_peak_47744
8128 chr7 138549382 138549737 cell1_MACS_peak_47745
9667 chr7 138914733 138915253 cell1_MACS_peak_47754
7945 chr7 139169643 139169887 cell1_MACS_peak_47759
3789 chr7 139471075 139471643 cell1_MACS_peak_47769
5652 chr10 18926391 18926856 cell1_MACS_peak_4777
1142 chr7 139471833 139472334 cell1_MACS_peak_47770
8433 chr7 140266895 140267354 cell1_MACS_peak_47793
7335 chr10 19002074 19002407 cell1_MACS_peak_4780
4243 chr7 140701320 140701870 cell1_MACS_peak_47803
8578 chr7 140712623 140713246 cell1_MACS_peak_47804
3982 chr7 140742189 140742871 cell1_MACS_peak_47806
8829 chr10 19011892 19012160 cell1_MACS_peak_4781
7839 chr7 141285800 141286415 cell1_MACS_peak_47813
822 chr7 141395408 141396103 cell1_MACS_peak_47814
3298 chr10 19163815 19164220 cell1_MACS_peak_4782
9929 chr7 141954860 141955224 cell1_MACS_peak_47822
8504 chr7 142937329 142938069 cell1_MACS_peak_47833
2340 chr7 143090525 143090782 cell1_MACS_peak_47837
5303 chr7 144076554 144076852 cell1_MACS_peak_47846
6361 chr7 144854661 144855043 cell1_MACS_peak_47849
8627 chr10 19591038 19591473 cell1_MACS_peak_4785
8183 chr7 145236939 145237287 cell1_MACS_peak_47852
7906 chr7 145242373 145242763 cell1_MACS_peak_47853
4447 chr7 145913713 145914633 cell1_MACS_peak_47858
3383 chr7 146522681 146522926 cell1_MACS_peak_47865
1227 chr7 147616958 147617167 cell1_MACS_peak_47872
5208 chr7 148469610 148470019 cell1_MACS_peak_47883
4077 chr7 148741545 148741843 cell1_MACS_peak_47887
9896 chr7 149064461 149064912 cell1_MACS_peak_47891
7356 chr7 150545556 150545870 cell1_MACS_peak_47909
1097 chr10 19927378 19927782 cell1_MACS_peak_4792
7485 chr10 19981175 19981682 cell1_MACS_peak_4793
6240 chr7 151402952 151403389 cell1_MACS_peak_47930
1288 chr7 151637213 151637457 cell1_MACS_peak_47939
4496 chr7 151990007 151990419 cell1_MACS_peak_47942
3210 chr7 152916788 152917129 cell1_MACS_peak_47957
703 chr7 153876045 153876276 cell1_MACS_peak_47960
4833 chr7 153901799 153902198 cell1_MACS_peak_47961
6289 chr7 154501501 154501911 cell1_MACS_peak_47968
7892 chr7 154942474 154942686 cell1_MACS_peak_47973
6097 chr7 155276095 155276373 cell1_MACS_peak_47979
6824 chr7 155327001 155327468 cell1_MACS_peak_47981
3690 chr7 155410903 155411843 cell1_MACS_peak_47983
7147 chr7 155474989 155475615 cell1_MACS_peak_47985
1085 chr10 20307026 20307375 cell1_MACS_peak_4799
6267 chr7 155711674 155712132 cell1_MACS_peak_47990
